,AAPL,MSFT,JNJ,XOM,BTC
2020-01-01,101.04342830602246,99.70474540011836,99.14350318195397,96.58759739311014,100.03142287686437
2020-01-02,100.81453604012202,101.51669955456629,102.07312932605466,99.52374102462316,100.6955936582442
2020-01-03,102.17087169748463,102.89189121755287,102.79120310299497,99.65576052561106,104.39798475000215
2020-01-06,105.33414289434342,99.6993777565091,103.46032112306645,100.58854269035784,103.73426649917745
2020-01-07,104.89352306514456,102.69343052738836,104.79952630218392,102.55313705609078,104.3636194613453
2020-01-08,104.45478082079411,105.57930355462386,102.46494263972173,100.5099453552845,103.3529342790974
2020-01-09,107.80613478146878,104.31116371929868,104.6456257049271,101.51197302194801,101.65513553611787
2020-01-10,109.5147212858003,105.18905384469966,104.53938049436775,101.01935350448133,100.5167857682
2020-01-13,108.54119151591344,106.28097972893806,105.99348275181251,102.78066790681075,99.6045787057174
2020-01-14,109.77326438366633,106.88821348323046,103.77428187033546,98.45930113969598,100.37048970246192
2020-01-15,108.81073355759474,105.76523489466905,100.60136500840953,98.3133956792922,105.13623268850016
2020-01-16,107.85161100186198,104.39742944670205,102.2972820113853,97.17724546401706,103.68315861821702
2020-01-17,108.42745722316423,104.3962725749573,103.11854408125039,98.06595654392457,102.8710596445963
2020-01-20,104.33262871410464,106.89704147826804,101.3097384938595,99.03689617924002,102.79262454948433
2020-01-21,100.78549079282328,108.11267496447266,99.59828657627236,97.68479318174502,103.65772491080985
2020-01-22,99.70247504619499,107.36536916551489,101.88991324318144,96.34226444570628,104.25593532457785
2020-01-23,97.73269089369504,109.07612618916389,99.51707670830983,96.17720053387848,106.98555545312847
2020-01-24,98.39580198755591,102.91650436539732,102.83631545258076,94.50055834807266,101.84727016258952
2020-01-27,96.65808474585133,105.33250162192329,101.03540325087938,96.13916721405069,97.03614797069135
2020-01-28,93.97620237121333,101.72019978423772,102.37592466522378,95.47733134204876,96.12230389118443
2020-01-29,96.77791257866477,101.03370858473957,101.75426022121883,89.97404045924769,98.27986548486864
2020-01-30,96.38929835353768,98.82173740213666,103.03267516781986,89.34454238172714,95.25157185875412
2020-01-31,96.56767292809332,96.31229481457568,101.9629610807219,87.5334502045845,89.56956348610244
2020-02-03,93.86426442753427,98.5964887974761,101.68196562634091,84.72139292243492,90.6375540695916
2020-02-04,92.88923487965577,97.72351311676056,101.816021452875,82.66702345030528,91.12456274238244
2020-02-05,93.14174978687599,98.44960640594535,99.82615467364846,82.889246416164,89.18322973640028
2020-02-06,91.04420954587805,98.40644495868843,101.35514066482357,85.13329177959696,87.46994925876018
2020-02-07,91.77383423281566,99.39452601931136,100.3654815707395,85.70910692937449,85.81721555438064
2020-02-10,90.71726283868358,99.59693679131784,99.95679349972224,84.71230420776696,86.04984082547851
2020-02-11,90.23338829873498,97.09109335058828,98.01893239438569,85.5270742572888,85.01497914944898
2020-02-12,89.1926244652201,99.07421159264429,93.04479766711655,84.78454477335941,85.89754331442766
2020-02-13,92.54141182777322,98.14537781453292,92.73583727555142,83.649109523768,81.0363837376179
2020-02-14,92.56270148902699,95.1390241325757,97.25692341713281,81.75970589322648,79.6881783985109
2020-02-17,90.65089122019897,94.37198447202884,98.83171586165842,78.93600558586705,77.93335870924156
2020-02-18,92.18750525282496,97.25176405742457,98.8430609920433,78.35989319107922,77.5727755878087
2020-02-19,89.98266839755973,98.95410122466357,98.3727838372257,78.64677422944712,76.77680481510504
2020-02-20,90.40354180395123,98.3135671032681,98.46617087749051,78.53411481734422,78.04031114075265
2020-02-21,86.90552117553081,97.67598847182286,99.59285844863292,77.92002998516018,75.17726689280715
2020-02-24,84.64043992016683,97.09650603496192,97.29064440646954,76.48513877199595,75.28325402340286
2020-02-25,85.01600857227074,101.1779537503576,99.50755124368165,77.4538172289532,76.16156330599787
2020-02-26,86.31414619846137,102.0014116776629,100.98102187740432,75.45220623768842,79.0277475131835
2020-02-27,86.65313340908881,102.92970948537526,102.48197495793806,76.66099270483768,78.30580379645971
2020-02-28,86.49603425494695,105.10210987233968,103.43193313910429,75.16270416965799,78.85309653460797
2020-03-02,86.01839676071478,105.65660581584243,103.52422888221417,74.06918417870297,76.04771974453313
2020-03-03,83.51780413535779,105.16204384093699,104.96913980861926,71.93334712210618,72.44768730306951
2020-03-04,82.35716688533185,104.80165383410474,106.26406878943189,71.24796310207337,73.70795014308659
2020-03-05,81.63960738609872,104.7039760529578,105.56476469459268,72.67336760471703,73.73660736121829
2020-03-06,83.4064880599444,104.67838171778101,104.40650435325473,73.4591528808955,75.51146621445649
2020-03-09,84.02139119929576,106.25406257099925,104.67139680012491,74.93336364752629,73.47506863057819
2020-03-10,81.10074016301942,106.41757883030225,107.96649455709584,75.75334827475629,74.2758030725547
2020-03-11,81.66695952895867,108.03010328314396,105.34483685758946,74.11909125087364,77.08909989214521
2020-03-12,81.07882302852157,107.90972192506968,102.30558508191663,73.66579486244427,77.77473899345023
2020-03-13,80.02168165869745,108.1333868164429,102.6938569596834,72.55314797992702,78.24384745110216
2020-03-16,81.04063980480272,103.8660093587033,102.84972097567142,74.52017251213941,78.2963585884837
2020-03-17,82.75221734353549,105.82144834010838,103.25770867243835,72.7737346705503,75.87562081043532
2020-03-18,84.33490334870362,106.6076773113321,103.81313849156146,74.11087590835132,77.97065738185748
2020-03-19,82.96156422618758,108.78889194489507,103.4016185293666,75.47148321549575,77.0570632757018
2020-03-20,82.4899901607264,102.54167812320483,106.53440515741495,78.27090196399445,77.87307177151239
2020-03-23,83.07775349974852,106.87585789783178,103.17664529877095,77.66870663242311,75.47764265265896
2020-03-24,84.74021432847744,106.63092060152621,101.51860274828357,78.81404380254344,73.73492477236643
2020-03-25,83.97047788332779,109.04756714069725,101.3597164701089,82.44997498018724,75.88811346322105
2020-03-26,83.70066566239365,106.834106696103,98.07933328823512,81.47270915147924,75.39893520974329
2020-03-27,81.89049651982701,108.19682680453188,97.7834193000293,79.01216775359461,77.62814314654896
2020-03-30,79.97228268036149,105.97140079309617,101.08159568707676,76.08080047392019,77.54549920212537
2020-03-31,81.31185971677371,104.70235308276897,101.17436127622541,77.20331490742038,74.72765430606043
2020-04-01,83.55808362554058,108.76277599179136,101.69176879250222,74.33420779425967,76.09826051742125
2020-04-02,83.47952211213544,108.40237443499123,99.1796469980907,73.8178540612198,75.23851406220413
2020-04-03,85.19675080798815,108.92798041686682,98.00662668413773,74.5003934086482,76.32749948165338
2020-04-06,85.85555346957564,110.87793882167152,97.32019536588685,74.81355661222224,76.40414888097614
